Datetime#2019-02-14 02:03:17.676#$GTIMU,2040,324509.800,0.0050,-0.2040,-0.0002,-0.0184,-0.0007,0.9919,52.9*64
Datetime#2019-02-14 02:03:18.876#$GTIMU,2040,324511.000,-0.0860,0.1842,0.0300,-0.0182,0.0023,0.9943,52.9*69
Datetime#2019-02-14 02:03:20.076#$GTIMU,2040,324512.200,-0.0051,-0.0149,-0.0000,-0.0158,-0.0014,0.9943,52.9*4C
Datetime#2019-02-14 02:03:21.276#$GTIMU,2040,324513.400,0.0707,0.0051,-0.0150,-0.0191,-0.0017,0.9975,52.9*40
Datetime#2019-02-14 02:03:22.476#$GTIMU,2040,324514.600,0.0301,0.1544,0.0397,-0.0155,-0.0007,0.9997,52.9*66
Datetime#2019-02-14 02:03:23.676#$GTIMU,2040,324515.800,-0.0355,0.0199,0.0347,-0.0211,0.0010,0.9942,52.9*6D
Datetime#2019-02-14 02:03:24.876#$GTIMU,2040,324517.000,-0.0607,0.0199,0.0050,-0.0229,-0.0003,0.9996,52.9*4D
Datetime#2019-02-14 02:03:26.076#$GTIMU,2040,324518.200,0.0404,-0.0447,-0.0249,-0.0180,-0.0022,0.9930,52.9*6F
Datetime#2019-02-14 02:03:27.276#$GTIMU,2040,324519.400,-0.0253,0.0299,0.0050,-0.0153,0.0014,0.9975,52.9*69
Datetime#2019-02-14 02:03:28.476#$GTIMU,2040,324520.600,0.0049,0.1394,0.0249,-0.0210,0.0044,0.9994,52.9*4C
Datetime#2019-02-14 02:03:29.676#$GTIMU,2040,324521.800,-0.0507,0.0946,0.0299,-0.0160,0.0071,0.9991,52.9*6F
Datetime#2019-02-14 02:03:30.876#$GTIMU,2040,324523.000,0.0049,0.0946,0.0100,-0.0199,-0.0031,1.0029,52.9*69
Datetime#2019-02-14 02:03:32.076#$GTIMU,2040,324524.200,0.0555,0.0001,-0.0199,-0.0203,-0.0054,0.9986,52.9*44
